120900008	관악02	3
100100250	5511	1
100100251	5513	1
100100254	5517	1
100100291	6511	1
100100292	6512	1
100100293	6513	1
100100114	750A	1
100100565	750B	1
100100263	5528	1
100100294	6514	1
100100077	501		1
100100414	6003	1
